id,Title,Year,Runtime,Rating,Language,Country
9168,Resurrection,2001,187 min,7.0,Italian,"Italy, France, Germany"
9169,The Singles Ward,2002,102 min,6.4,English,USA
9170,Sisyphus Rocks,2001,,1.8,,
9171,Minor Mishaps,2002,109 min,6.6,Danish,"Denmark, Sweden"
9172,Spiel im Morgengrauen,2001,89 min,7.2,German,Austria
9173,Una storia qualunque,2000,195 min,7.8,Italian,Italy
9174,Stranded 2: Dying Breath,2002,60 min,,English,Canada
9175,Sunday Dinners at Mom's,2000,,,,Norway
9176,Sze Bei,2001,60 min,,,USA
9177,Le temps perdu,2001,1 h 30 min,8.0,,
9178,El tesoro del Yunque,2001,,,Spanish,Puerto Rico
9179,The Theory of the Leisure Class,2001,109 min,5.5,English,USA
9180,A Thief Among the Angels,2000,54 min,,,USA
9181,"Torero, fra sogno e realtà",2001,,,Italian,Italy
9182,Treci kanal od sunca,2001,,5.9,Serbian,Federal Republic of Yugoslavia
9183,USO Special for the Troops,2002,60 min,3.2,English,USA
9184,Une fille dans l'azur - Caroline Fabre,2002,1 h 30 min,,,
9185,Vat doi sao doi,2001,90 min,8.1,Vietnamese,USA
9186,Le vieil ours et l'enfant,2001,90 min,6.8,French,France
9187,Voice of the Voiceless,2001,50 min,8.4,English,USA
9188,The Southern Star,2001,48 min,8.3,French,France
9189,800 Leagues Down the Amazon,2001,48 min,7.8,French,France
9190,The Making and Meaning of 'We Are Family',2002,64 min,5.5,English,USA
9191,Whiplash,2002,110 min,6.4,English,USA
9192,Witness of Truth: The Railway Murders,2001,,7.4,,
9193,Leaving in Sorrow,2002,90 min,7.2,"English, Cantonese",Hong Kong
9194,"Zeka, Crvenkapa i Lotar Mateus",2000,,,Serbian,Federal Republic of Yugoslavia
9195,Baseball Wives,2002,60 min,5.2,English,USA
9196,"Maria Josè, l'ultima regina",2002,,7.1,Italian,Italy
9197,Mark Twain,2001,212 min,8.4,English,USA
9198,Transistor Love Story,2001,90 min,7.3,Thai,Thailand
9199,The 3 Kings,2000,,7.1,English,UK
9200,My Mother Likes Women,2002,96 min,6.2,"Spanish, Czech",Spain
9201,Eyes,2002,165 min,7.4,Hindi,India
9202,Afrika,2002,112 min,5.0,Korean,South Korea
9203,Aida of the Trees,2001,75 min,5.8,Italian,"Italy, UK"
9204,Alexandria,2001,110 min,6.9,"Greek, French","Greece, France, Italy, Cyprus"
9205,Another World Is Possible,2001,60 min,6.1,Italian,Italy
9206,Amnèsia,2002,114 min,6.2,"Italian, Spanish, English","Italy, Spain"
9207,Un amore perfetto,2002,,3.6,Italian,Italy
9208,Princess Arete,2001,105 min,6.6,Japanese,Japan
9209,The Australian Eye,2002,52 min,7.4,English,Australia
9210,Autopsy: A Love Story,2002,84 min,3.3,English,USA
9211,Babylon Vista,2001,90 min,8.8,English,USA
9212,Un ballo in maschera,2001,137 min,9.2,Italian,Italy
9213,Bat sei ching mai,2001,107 min,5.9,Cantonese,Hong Kong
9214,The Bear: The Legend of Coach Paul Bryant,2001,90 min,6.7,English,USA
9215,Beauty of a Straightjacket,2001,,,,
9216,Big Brother: Small World,2002,,5.2,English,UK
9217,Black Road,2002,,7.3,,USA
9218,Blood of the Samurai,2001,75 min,5.3,English,USA
9219,Brook by Brook,2002,75 min,7.1,French,"France, Belgium"
9220,La Brassiere,2001,105 min,6.0,"Cantonese, English",Hong Kong
9221,Girls Can Get Away with Anything,2002,95 min,2.7,French,France
9222,Come On,2000,93 min,5.8,English,USA
9223,The Cosby Show: A Look Back,2002,120 min,6.5,English,USA
9224,Dance of a Dream,2001,,6.2,"Cantonese, English",Hong Kong
9225,The Diary 4,2000,90 min,5.9,,"Germany, France"
9226,Do It for Uncle Manny,2002,95 min,5.0,English,USA
9227,Doraemon: Nobita and the Winged Braves,2001,95 min,6.8,"Hindi, Japanese",Japan
9228,Dragonwheel,2002,,4.1,English,Canada
9229,"Dran, drauf, drüber",2001,84 min,,German,Germany
9230,The Egg Plant Lady,2000,,4.3,English,USA
9231,Elsewhere,2001,240 min,8.6,"German, English, Faliasch, Greenlandic, Khanty, Korowai, Gunwinggu, Ladakhi, Naxi, Nisga'a, Ojihimba, Saami, Sardinian, Tamashek",Austria
9232,Engine Trouble,2002,92 min,2.4,English,Belgium
9233,(Entre nous),2002,82 min,4.2,French,France
9234,Estylo Entertainment,2001,,,English,USA
9235,Eto na naman ako,2000,98 min,6.8,"Filipino, Tagalog, English",Philippines
9236,Federal Protection,2002,94 min,5.3,English,"USA, Canada"
9237,Film ist. 7-12,2002,90 min,8.1,German,Austria
9238,Koi Mere Dil Se Poochhe,2002,165 min,3.5,Hindi,India
9239,Pranksters,2002,,4.0,English,USA
9240,Shock Video 2002: America Undercover,2001,58 min,5.2,English,USA
9241,Style,2001,157 min,6.7,Hindi,India
9242,The Sunshine Deli and Grocery,2000,93 min,7.3,English,USA
9243,The After School Special,2000,90 min,7.6,English,USA
9244,God's Explorers,2002,90 min,,English,Canada
9245,Public Enemy,2002,138 min,7.2,Korean,South Korea
9246,Googoosh: Iran's Daughter,2000,158 min,6.7,English,USA
9247,Happy Together,2002,60 min,,English,UK
9248,Harold Shipman: Doctor Death,2002,98 min,6.9,English,UK
9249,The Hit Factory: The Pete Waterman Story,2001,55 min,6.1,English,UK
9250,How to Kill a Mockingbird,2002,,5.9,English,USA
9251,L'héritière,2002,90 min,6.8,French,France
9252,Ich bring Dich hinter Gitter,2002,90 min,5.9,German,Germany
9253,Im Chaos der Gefühle,2007,1 h 30 min,6.0,,
9254,In Camera,2001,86 min,5.6,English,Canada
9255,It Shouldn't Happen to a TV Weather Forecaster,2002,,5.4,English,UK
9256,Fat Choi Spirit,2002,96 min,6.6,"Cantonese, English, Japanese",Hong Kong
9257,Journey to Freedom,2000,,6.7,English,Canada
9258,Karlsson on the Roof,2002,77 min,5.0,Swedish,"Sweden, Norway, Germany"
9259,Klaras Hochzeit,2001,,6.8,German,Germany
9260,Lovers & Leavers,2002,117 min,5.5,Finnish,Finland
9261,My First Miracle,2002,90 min,7.1,German,Germany
9262,L.A. Law: The Movie,2002,103 min,5.9,English,USA
9263,Lenny Blue,2002,141 min,7.9,English,UK
9264,Liquid Kitty,2002,,,English,USA
9265,Little John,2002,100 min,6.8,English,USA
9266,The Lost Skeleton of Cadavra,2001,90 min,7.0,English,USA
9267,Maa Tujhhe Salaam,2002,162 min,3.5,Hindi,India
9268,Maximum Capacity,2001,,9.0,English,Canada
9269,Mi yu shi qi xiao shi,2001,91 min,6.2,Mandarin,China
9270,Middle School Confessions,2002,,7.8,English,USA
9271,All About Our House,2001,116 min,6.8,Japanese,Japan
9272,The Mobile,2001,60 min,,,UK
9273,The Bricklayer,2002,95 min,6.8,Swedish,Sweden
9274,Murder on a Sunday Morning,2001,111 min,7.9,English,"France, USA"
9275,My Mother India,2001,52 min,7.8,English,Australia
9276,Bad Guy,2001,100 min,6.7,Korean,South Korea
9277,Nemmeno in un sogno,2002,,5.9,Italian,Italy
9278,Never Trust a Serial Killer,2002,101 min,6.3,English,"USA, Mexico"
9279,Novini ot vchera,2000,108 min,,Bulgarian,Bulgaria
9280,"Unser Papa, das Genie",2002,90 min,4.8,German,Germany
9281,Offspring,2001,55 min,7.9,English,Canada
9282,One Blood Planet,2001,80 min,5.5,English,USA
9283,Outpatient,2002,,6.1,English,USA
9284,Past Perfect,2002,91 min,5.9,"English, French, Spanish",Canada
9285,Portrait of God,2002,,4.4,"English, Danish",Denmark
9286,Rafting Alaska's Wildest Rivers,2001,,,,
9287,Red Cap,2001,90 min,8.0,English,UK
9288,Reflection on a Role,2001,80 min,,Greek,Greece
9289,Rewind,2002,,4.5,English,USA
9290,The Rift,2002,,4.8,Swedish,Sweden
9291,Ringeraja,2002,,6.5,Serbian,Federal Republic of Yugoslavia
9292,Riverdance: Live à l'Arena de Genève,2001,115 min,6.5,"French, English","Switzerland, UK"
9293,Rivers and Tides: Andy Goldsworthy Working with Time,2001,90 min,7.9,English,"Germany, Finland, UK, Canada"
9294,S.P.I.T.: Squeegee Punks in Traffic,2001,80 min,6.9,English,Canada
9295,Sabu,2002,122 min,6.5,Japanese,Japan
9296,The Santa Claus Brothers,2001,60 min,5.9,English,"Canada, USA"
9297,Saseul,2000,93 min,5.4,Korean,South Korea
9298,Schmirinski's - Fiesionen,2000,,7.3,Swiss German,Switzerland
9299,The Secret Glory,2001,90 min,6.5,"English, German",UK
9300,Seeing an Abundant Present,2000,,,English,USA
9301,Seoul,2002,110 min,5.7,"Korean, Japanese",Japan
9302,Sex Court: The Movie,2001,95 min,4.2,English,USA
9303,Sexgunsmoney@20,2002,115 min,6.8,English,USA
9304,Solaris,2002,99 min,6.2,English,USA
9305,Son,2002,125 min,5.1,Turkish,Turkey
9306,Sottosopra,2002,90 min,,,Switzerland
9307,Space Cowboy,2000,,7.6,,Czech Republic
9308,The Stickup,2002,97 min,6.3,English,"Canada, USA"
9309,Svet podle Sveráka - tmavomodrý,2001,,7.7,,
9310,Swing,2002,90 min,7.3,"French, Romany","France, Japan"
9311,Takkari Donga,2002,165 min,6.8,Telugu,India
9312,Il terzo segreto di Fatima,2001,,5.4,Italian,Italy
9313,Time of the Wolf,2002,87 min,6.3,English,"Germany, Canada"
9314,Enclosed Pain,2000,91 min,7.0,Japanese,Japan
9315,Turbulent sone,2000,60 min,,Norwegian,Norway
9316,Until Morning,2002,90 min,8.4,English,USA
9317,Virginia's Run,2002,103 min,6.2,English,"USA, Canada"
9318,Wedding Advice: Speak Now or Forever Hold Your Peace,2002,57 min,8.0,English,USA
9319,When Two Won't Do,2002,90 min,7.3,English,Canada
9320,Who Is Bernard Tapie?,2001,56 min,5.8,English,USA
9321,The Wild,2002,87 min,5.4,English,Canada
9322,Woodrow Wilson and the Birth of the American Century,2002,,7.5,English,USA
9323,Os Xeretas,2001,90 min,5.9,Portuguese,Brazil
9324,I Not Stupid,2002,105 min,7.2,"English, Mandarin, Hokkien",Singapore
9325,Yeh Dil Aashiqanaa,2002,152 min,4.4,Hindi,India
9326,Yellowknife,2002,110 min,6.5,"French, English",Canada
9327,Your Chicken Died of Hunger,2002,,5.2,English,Luxembourg
9328,Zone Reptile,2002,90 min,7.5,French,France
9329,Il sequestro Soffiantini,2002,180 min,6.3,Italian,Italy
9330,The Swap,2002,149 min,6.9,English,"UK, South Africa"
9331,Tomorrow La Scala!,2002,108 min,7.2,English,UK
9332,Filhaal...,2002,,5.8,Hindi,India
9333,Jinnah - On Crime: Pizza 911,2002,,6.8,English,Canada
9334,Raaz,2002,151 min,6.5,"Hindi, Tamil",India
9335,25th Hour,2002,135 min,7.6,English,USA
9336,800 km de différence - Romance,2002,78 min,7.2,French,France
9337,A titkos háború,2002,180 min,4.4,Hungarian,Hungary
9338,Abouna,2002,84 min,6.6,"French, Arabic","France, Chad, Netherlands"
9339,What's Up with Love?,2002,112 min,7.8,Indonesian,Indonesia
9340,Adolphe,2002,102 min,6.1,French,France
9341,The Scam,2001,,4.5,Russian,Russia
9342,Agent of Influence,2002,98 min,6.7,"English, Romany, French, Russian",Canada
9343,The Many Lives of Albert Walker,2002,90 min,6.3,English,"UK, Canada"
9344,Algunas chicas doblan las piernas cuando hablan,2001,,6.0,Spanish,Spain
9345,Alchemists,2000,,6.4,Russian,"Russia, Bulgaria"
9346,At the Lake,2001,45 min,6.0,German,Germany
9347,Man Walking on Snow,2001,103 min,6.7,Japanese,Japan
9348,Baria et le grand mariage,2001,83 min,,French,"Belgium, France"
9349,The Barrio Murders,2001,,7.5,English,USA
9350,Beachcombers: True Stories,2000,50 min,,English,Canada
9351,Being Dom Joly,2001,,7.0,English,UK
9352,Beyond Human Limits,2001,52 min,,,Canada
9353,Bitter Winter,2001,86 min,7.1,English,USA
9354,The Black Door,2001,96 min,5.4,English,"USA, Canada"
9355,A Bomba,2002,90 min,6.3,Portuguese,Portugal
9356,Blackberry,2002,91 min,5.3,German,Switzerland
9357,Burning in the Wind,2002,118 min,6.8,"French, Czech","Italy, Switzerland"
9358,Car Bonus,2001,59 min,8.2,Finnish,Finland
9359,Cassavetes: Claroscuro americano,2001,,,,Spain
9360,Chúmbale,2002,83 min,4.9,Spanish,Argentina
9361,Collected Stories,2002,,8.5,English,USA
9362,Cyrano von Bergerac,2000,,,,"Austria, Germany"
9363,Deadly Sin,2000,70 min,,English,USA
9364,Dreaming in Black and White,2002,,8.7,English,USA
9365,Easy Listening,2002,85 min,6.8,English,USA
9366,Ballistic: Ecks vs. Sever,2002,91 min,3.7,English,"USA, Germany"
9367,Elephant Heart,2002,95 min,6.5,German,Germany
9368,"En mai, fais ce qu'il te plaît",2002,60 min,,,France
9369,Endgame in Ireland,2001,240 min,7.5,English,UK
9370,Investigation Into the Invisible World,2002,87 min,7.3,"French, Icelandic",France
9371,Fairie,2002,75 min,6.7,,USA
9372,Faux Pas,2001,,,,USA
9373,The Fiddler of Dooney,2001,88 min,,,Germany
9374,Five da 5,2001,,,English,USA
9375,Friends,2001,167 min,7.5,Tamil,India
9376,Borders,2001,105 min,5.5,French,"Algeria, France"
9377,Fung hung bei cup,2002,,5.2,"Cantonese, Shanghainese",Hong Kong
9378,I Downloaded a Ghost,2004,90 min,4.4,English,"Canada, USA"
9379,Glitter Palace,2002,76 min,7.3,English,Canada
9380,God Is on Their Side,2002,96 min,7.3,English,USA
9381,A Goldfish in a Blender,2002,,,English,UK
9382,Great Lakes,2002,,8.1,English,USA
9383,Green-Eyed Monster,2002,100 min,6.4,English,UK
9384,Haan Maine Bhi Pyaar Kiya,2002,174 min,4.1,Hindi,India
9385,Harold i Mod,2001,90 min,,Serbo-Croatian,Federal Republic of Yugoslavia
9386,Waiting for Happiness,2002,90 min,6.7,"French, Hassanya, Mandarin","France, Mauritania"
9387,Heart Over Head,2001,90 min,6.6,German,Germany
9388,Hon,2002,55 min,4.1,Swedish,Sweden
9389,Hype,2001,102 min,,English,Singapore
9390,Ice Girls,2002,90 min,,English,Canada
9391,Im Fluß der Jahreszeiten,2002,,,,
9392,Interview with the Assassin,2002,88 min,6.5,English,USA
9393,Io sono un vampiro,2002,100 min,3.2,Italian,Italy
9394,David Beckham: Close Up,2002,,6.8,English,UK
9395,Jetzt bringen wir unsere Männer um,2001,92 min,3.3,German,"Austria, Germany"
9396,Kankouran,2001,52 min,,,Senegal
9397,Beyond the Bend,2002,105 min,6.0,Hungarian,Hungary
9398,Kikuchi-jô monogatari - sakimori-tachi no uta,2001,,4.7,Japanese,Japan
9399,A Killing Spring,2002,90 min,6.0,English,Canada
9400,The Cuckoo,2002,99 min,7.8,"Saami, Finnish, Russian, German",Russia
9401,Snaker,2001,108 min,5.8,"Thai, Khmer","Cambodia, Thailand"
9402,Kärlekssug och Tarzangrepp,2001,,,Swedish,Sweden
9403,Le labyrinthe,2002,,,French,France
9404,Looking for Bruce Lee,2002,74 min,2.9,Korean,South Korea
9405,Like Mike,2002,99 min,5.3,English,USA
9406,Lost in La Mancha,2002,89 min,7.3,"English, Spanish, French","UK, USA"
9407,Lucie de Lammermoor,2002,136 min,8.6,French,France
9408,The Magical World of Harry Potter: The Unauthorized Story of J.K. Rowling,2000,50 min,7.2,English,UK
9409,Mandrake: A Magical Life,2001,45 min,,English,Canada
9410,Marie,2001,,4.5,,
9411,The Marriage Certificate,2001,110 min,6.4,Mandarin,China
9412,My Russia,2002,93 min,5.7,"German, Russian",Austria
9413,"Micaela, una película mágica",2002,90 min,4.2,Spanish,Argentina
9414,Minister,2002,,,Tigrigna,Eritrea
9415,Mom's on Strike,2002,93 min,4.9,English,USA
9416,Mr. Cinderella,2002,,6.8,Malay,Malaysia
9417,"Neither Fish, Nor Fowl",2002,1 h 30 min,7.0,,
9418,Nicht mehr Nacht und noch nicht Morgen,2000,90 min,,German,Germany
9419,Now You See Her,2001,95 min,5.7,English,UK
9420,Oi ching bak min bau,2001,101 min,6.8,"Cantonese, Hakka",Hong Kong
9421,Tycoon: A New Russian,2002,123 min,6.8,Russian,"Russia, France, Germany"
9422,Only the Strong Survive,2002,95 min,6.5,English,USA
9423,Onna kunishuu ikki,2002,,6.6,Japanese,Japan
9424,Warning: Parental Advisory,2002,100 min,7.0,English,USA
9425,Pins and Needles,2001,80 min,6.5,English,USA
9426,Pure,2002,96 min,6.9,English,UK
9427,The Sleeping Wife,2001,1 h 23 min,7.1,,
9428,Recipe for Murder,2002,88 min,4.8,English,"UK, Canada, USA"
9429,Revolution OS,2001,85 min,7.3,"English, Swedish",USA
9430,Richtung Zukunft durch die Nacht,2002,60 min,7.1,German,Austria
9431,Rien Car Nation,2002,1 h 44 min,,,
9432,Roadrunner,2001,,,English,USA
9433,Simpl Revue: Grössenwahn macht glücklich,2001,90 min,,German,Austria
9434,Simpl Spezial,2002,65 min,,German,Austria
9435,Simpl: Wurzel aus 2001,2000,90 min,,German,Austria
9436,"The Tale of Fedot, the Shooter",2002,102 min,5.4,Russian,Russia
9437,Smack,2001,84 min,8.4,,USA
9438,Der Solist - Kuriertag,2002,90 min,7.0,,Germany
9439,Solo Spice,2001,,5.2,English,UK
9440,Someone Is Sleeping in My Pain: An East-West Macbeth,2002,96 min,,English,"USA, Yemen, Germany"
9441,Statue of Liberty: Building of a Colossus,2001,,,English,USA
9442,Storno,2002,85 min,7.0,German,Germany
9443,Strange Medicine,2001,52 min,,,Canada
9444,Life on a Leash,2002,83 min,5.2,English,USA
9445,Sydney Pollack y la generación del compromiso,2001,,,Spanish,Spain
9446,Terror on the Tracks,2001,52 min,,English,Canada
9447,Thelma,2002,95 min,7.1,"French, Italian, Greek","France, Greece, Switzerland"
9448,The Deserted Valley,2002,90 min,7.8,Vietnamese,Vietnam
9449,Tollgate Girl,2001,90 min,9.0,Malay,Malaysia
9450,Toute la ville en parle,2000,90 min,5.4,French,France
9451,Killed by Lightning,2002,65 min,5.9,Russian,"Russia, Netherlands, Switzerland"
9452,Um Certo Dorival Caymmi,2002,,4.9,Portuguese,Brazil
9453,Un ticket de bains douches,2001,49 min,,French,France
9454,Venus Velvet,2002,,6.0,,Portugal
9455,Vitrina,2000,,5.4,Russian,Russia
9456,War,2002,120 min,7.7,"Russian, English, Chechen",Russia
9457,Volesse il cielo!,2002,90 min,5.6,Italian,Italy
9458,Step on It,2002,96 min,6.2,German,"Germany, Austria"
9459,Wannabes,2000,110 min,5.8,English,USA
9460,War Photographer,2001,96 min,8.0,"English, German",Switzerland
9461,Wisconsin: An American Portrait,2000,1 h 5 min,,,
9462,A Woman and a Half: Hildegard Knef,2001,90 min,8.2,German,"Germany, Hungary"
9463,Yeh Mohabbat Hai,2002,,5.4,Hindi,India
9464,Two Drivers,2002,78 min,6.0,Russian,Russia
9465,Zhyoltyy karlik,2001,100 min,6.7,Russian,Russia
9466,Living with Cockroaches,2000,50 min,8.4,Serbo-Croatian,Croatia
9467,Zwischen den Sternen,2002,86 min,6.3,German,Germany
9468,Song of the Miraculous Hind,2002,89 min,7.1,Hungarian,Hungary
9469,Blood Strangers,2002,141 min,6.6,English,UK
9470,Demolition Derby,2000,60 min,,English,"USA, Canada"
9471,Return to Area 51,2002,60 min,7.3,English,USA
9472,UFO Over Illinois,2000,60 min,7.1,English,USA
9473,Added Attractions: The Hollywood Shorts Story,2002,89 min,7.0,English,USA
9474,American Magus,2002,93 min,,English,USA
9475,Among the Missing,2000,48 min,,English,Canada
9476,Blue Spring,2001,83 min,7.3,Japanese,Japan
9477,Passionate People,2002,100 min,5.1,"Spanish, English","Spain, Argentina"
9478,Arab and Jew: Return to the Promised Land,2002,55 min,6.2,English,USA
9479,L'attente des femmes,2001,1 h 22 min,7.5,,
9480,Autrement,2002,90 min,6.6,French,France
9481,Aznar-Almunia: Diario de campaña,2000,52 min,,Spanish,Spain
9482,Baader,2002,115 min,5.6,"German, English, French, Arabic","Germany, UK"
9483,The Backyard,2002,80 min,7.2,English,USA
9484,Bahay ni Lola,2001,,5.3,"Filipino, Tagalog",Philippines
9485,The Beginning of History,2001,55 min,,,
9486,The Big House,2001,60 min,7.4,English,USA
9487,Blood Work,2002,110 min,6.4,"English, Spanish",USA
9488,Blurred,2002,95 min,5.0,English,Australia
9489,Bridget,2002,90 min,5.9,English,"France, Japan, USA"
9490,The Brooklyn Boys,2002,109 min,5.5,English,USA
9491,Bungalow,2002,85 min,6.7,"German, English, Danish",Germany
9492,Chiisana eki de oriru,2000,120 min,,Japanese,Japan
9493,Chinde,2000,,,English,USA
9494,The Presence,2002,100 min,6.0,French,France
9495,Cinta 200 Ela,2002,,5.1,Malay,Malaysia
9496,The Circuit,2002,91 min,3.8,English,Canada
9497,Coffee and Language,2001,87 min,7.5,English,USA
9498,Crime Scene Secrets: Great Heists,2001,60 min,,English,USA
9499,True Files,2002,98 min,4.4,English,"Hong Kong, Singapore"
9500,D'Boyz,2001,50 min,6.4,English,Ireland
9501,Dan pod suncem,2001,75 min,8.2,,Croatia
9502,Spellbound,2001,85 min,4.5,French,France
9503,Defining Maggie,2002,85 min,5.6,English,USA
9504,"Disneyland, mon vieux pays natal",2002,46 min,7.8,French,France
9505,La distance,2002,50 min,,French,France
9506,The Dogwalker,2002,99 min,6.9,,USA
9507,Duas Vezes com Helena,2000,75 min,5.6,Portuguese,Brazil
9508,Flashpoint,2002,,6.5,English,USA
9509,Eldorado - Lituanos no Brasil,2002,68 min,6.6,"Portuguese, Lithuanian",Brazil
9510,The Enclave,2002,150 min,7.9,"Dutch, English, German",Netherlands
9511,Crooks,2002,80 min,5.7,English,USA
9512,Low Heights,2002,115 min,7.6,"Persian, English, Arabic",Iran
9513,Estrella del sur,2002,97 min,4.1,Spanish,"Uruguay, Argentina"
9514,Everybody's Doing It,2002,88 min,5.1,English,USA
9515,Explosive Situations,2000,1 h,,,
9516,Madame Brouette,2002,104 min,6.4,French,"Canada, Senegal, France"
9517,Eyewitness to War,2001,,,English,Canada
9518,Food of Love,2002,112 min,6.0,English,"Spain, Germany"
9519,Freedom Downtime,2001,121 min,7.4,"English, French, German, Italian, Spanish",USA
9520,The Gatekeeper,2002,103 min,5.0,English,USA
9521,Gaudí en la favela,2002,45 min,6.1,Portuguese,Spain
9522,Das Geheimnis des zerbrochenen Sterns,2001,,,,Germany
9523,Made in Iceland,2002,80 min,5.4,Icelandic,Iceland
9524,Scars,2002,76 min,6.4,Norwegian,"Norway, Sweden"
9525,Der goldene Anker,2001,,,German,Germany
9526,Das Haus der Schwestern,2002,,3.8,German,Germany
9527,Hear'Say: A New Chapter in Full,2002,,,English,UK
9528,Here to Where,2003,1 h 30 min,7.9,,
9529,Herz oder Knete,2002,90 min,5.8,German,Germany
9530,"Hesus, rebolusyunaryo",2002,112 min,5.8,"Filipino, Tagalog",Philippines
9531,High Speed Impacts,2000,52 min,4.0,English,"USA, Canada"
9532,Horror in the East,2000,,7.6,English,"Canada, UK"
9533,Hubog,2001,100 min,6.9,"Filipino, Tagalog",Philippines
9534,Everyday God Kisses Us on the Mouth,2001,93 min,7.0,Romanian,Romania
9535,Inside the Kill Box: Fighting the Gulf War,2001,104 min,7.9,English,"USA, Canada"
9536,Islam: Empire of Faith,2000,160 min,7.8,English,USA
9537,It Is What It Is,2001,112 min,6.8,English,USA
9538,Gilda Radner: It's Always Something,2002,60 min,6.3,English,"Germany, USA"
9539,Yes Nurse! No Nurse!,2002,100 min,6.7,Dutch,Netherlands
9540,Jeunesse dorée,2001,85 min,6.3,French,France
9541,Jim Brown: All American,2002,140 min,5.3,English,USA
9542,Journey to Justice,2000,47 min,,English,Canada
9543,KT,2002,138 min,6.2,Japanese,"Japan, South Korea"
9544,Kali's Vibe,2002,93 min,6.5,English,USA
9545,Korea: We Called It War,2002,50 min,,English,USA
9546,Temptations,2002,88 min,7.1,Hungarian,Hungary
9547,Leap of Faith: The Nicole Watt Story,2002,,,English,Canada
9548,Lesley Ann Warren: A Cinderella Story,2000,60 min,7.4,English,USA
9549,Lilith on Top,2001,100 min,6.0,English,Canada
9550,Living with Mimi,2002,115 min,,English,USA
9551,Ljubljana,2002,71 min,5.4,Slovenian,Slovenia
9552,Love Relations,2002,,4.8,English,USA
9553,Madame Sans-Gêne,2002,90 min,6.2,French,France
9554,Maléfique,2002,90 min,6.4,French,France
9555,The Marriage Factor,2002,,,English,Singapore
9556,Martes negro,2002,,,Spanish,Argentina
9557,Mechanical Suite,2001,100 min,7.1,Russian,Russia
9558,Moje mordeh,2001,,5.9,Persian,Iran
9559,Moment in Time,2001,90 min,6.3,English,USA
9560,Whatever You Say,2002,110 min,6.1,French,France
9561,Mountain of Fire: The Search for the True Mount Sinai,2002,46 min,8.1,English,USA
9562,Nothing More,2001,90 min,6.3,Spanish,"Cuba, Spain, France, Italy"
9563,Nicholas Nickleby,2002,132 min,7.1,English,"UK, USA"
9564,No Sleep 'til Madison,2002,85 min,7.1,English,USA
9565,No Tomorrow,2002,91 min,4.9,,USA
9566,La noche que tumbaron al campeón,2002,90 min,,,Puerto Rico
9567,Occupation,2002,,7.6,,
9568,Pagdating ng panahon,2001,115 min,7.5,"Filipino, Tagalog",Philippines
9569,Pangako... Ikaw lang,2001,100 min,7.1,"Filipino, Tagalog, Visayan",Philippines
9570,Paper Soldiers,2002,88 min,5.5,English,USA
9571,(Paris: XY),2001,80 min,4.8,French,"France, The Democratic Republic Of Congo"
9572,Paz!,2002,102 min,6.7,Italian,Italy
9573,No Blood No Tears,2002,116 min,6.2,Korean,South Korea
9574,Stones,2002,135 min,7.0,Spanish,Spain
9575,Lover Doses,2000,,4.4,French,France
9576,Pistol Pete: The Life and Times of Pete Maravich,2001,90 min,8.0,English,USA
9577,Higher Still,2002,85 min,5.0,French,France
9578,Podozrenie,2001,52 min,5.3,Russian,Russia
9579,For the Love of the Sky,2000,,,French,France
9580,Project Viper,2002,85 min,3.7,English,USA
9581,Pulsação Zero,2002,83 min,7.1,Portuguese,Portugal
9582,Radhost,2002,92 min,5.8,Czech,Czech Republic
9583,Rebel Yell,2000,,5.1,English,USA
9584,Restos de noche,2001,50 min,,,
9585,The Dolemite Explosion,2002,76 min,6.5,English,USA
9586,Revitalizing Communities from the Ground Up,2001,,,,
9587,Die Rückkehr der großen Meister,2001,45 min,,,
9588,Secretos revelados: Camila 2,2002,,,Spanish,Chile
9589,Shades of Poland,2000,52 min,,Polish,Poland
9590,Shinny: The Hockey in All of Us,2001,74 min,8.4,English,Canada
9591,The Princess Blade,2001,93 min,5.8,Japanese,Japan
9592,Silicon Follies,2001,60 min,8.2,English,USA
9593,In This World,2002,88 min,7.4,"Pushto, Persian, English, Turkish",UK
9594,Skyscrapers: Going Up,2000,46 min,4.6,English,"USA, Canada"
9595,Ein Sonderling im Orient,2001,,,,Germany
9596,Rising Low,2002,88 min,8.1,English,USA
9597,Witches to the North,2001,110 min,4.6,Italian,Italy
9598,Strut!,2001,68 min,7.1,English,USA
9599,Through the Walls of the Heart,2002,90 min,6.7,French,Belgium
9600,Surf Adventures: O Filme,2002,90 min,7.0,Portuguese,Brazil
9601,La surface de réparation,2002,90 min,5.0,French,France
9602,Tarzanuv návrat,2000,,,,Czech Republic
9603,Temptation Island International,2001,,,English,USA
9604,This Is Not a Love Song,2002,94 min,6.5,English,UK
9605,Three Wishes,2002,1 h 45 min,3.9,,
9606,Tot mijn laatste adem,2000,51 min,,Dutch,Belgium
9607,Diagnosis Murder: Town Without Pity,2002,120 min,6.6,English,USA
9608,Sleeping Rough,2002,92 min,7.4,"Dutch, Dinka, English",Netherlands
9609,Hold My Heart,2002,92 min,6.9,"Norwegian, Danish, English",Norway
9610,Ultimate Guide: Iceman,2002,,,,
9611,Un paradis pour deux,2002,90 min,7.2,French,France
9612,The Universal Clock: The Resistance of Peter Watkins,2001,77 min,7.2,"English, French",Canada
9613,The Valley of the T-Rex,2001,50 min,6.7,English,USA
9614,Vampire Clan,2002,87 min,4.2,English,USA
